rank,source,title,reward,currency,payment_type,estimated_hours,payment_probability,execution_probability,eligibility_probability,receipt_probability,expected_receivable_value,revenue_velocity,direct_executability_score,queue_priority,requires_human_action,status,url,source_file,source_row,generated_at
468,github_paid_issues,Renovate Dashboard 🤖,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/tosih/home-ops/issues/121,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,200,2026-07-17T19:32:33.930345+00:00
469,github_paid_issues,knowledge_rebuild_from_wal leaves entity/relationship search empty until knowledge_build_indices is called,0.0,unknown,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://github.com/verveguy/liminis-context-graph/issues/192,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\global_paid_work_candidates.csv,201,2026-07-17T19:32:33.930345+00:00
470,Grants.gov API,Boosting Innovative GEOINT - Science &amp; Technology Broad Agency Announcement (BIG-ST BAA),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/351404,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,2,2026-07-17T19:32:34.014330+00:00
471,Grants.gov API,Cybersecurity Innovation for Cyberinfrastructure,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/358004,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,3,2026-07-17T19:32:34.014330+00:00
472,Grants.gov API,"DoW Military Burn, Technology/Therapeutic Development Award",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362252,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,4,2026-07-17T19:32:34.014330+00:00
473,Grants.gov API,FY25 Long Range Broad Agency Announcement (BAA) for Navy and Marine Corps Science and Technology,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/356605,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,5,2026-07-17T19:32:34.015330+00:00
474,Grants.gov API,Interdisciplinary Transportation Law and Policy Technology Training Development,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362960,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,6,2026-07-17T19:32:34.015330+00:00
475,Grants.gov API,Investigator Initiated Innovation in Computational Genomics and Data Science (R01 Clinical Trial Not Allowed),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/357194,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,7,2026-07-17T19:32:34.015330+00:00
476,Grants.gov API,Investigator Initiated Innovation in Computational Genomics and Data Science (R21 Clinical Trial Not Allowed),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/357195,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,8,2026-07-17T19:32:34.015330+00:00
477,Grants.gov API,Mathematical Foundations of Artificial Intelligence,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/353936,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,9,2026-07-17T19:32:34.015330+00:00
478,Grants.gov API,NIH Research Software Engineer (RSE) Award (R50 Clinical Trials Not Allowed),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/355439,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,10,2026-07-17T19:32:34.015330+00:00
479,Grants.gov API,NIH Small Business Innovation Research (SBIR) Phase IIB Strategic Breakthrough Award (Parent [R44] Clinical Trial Optional),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359758,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,11,2026-07-17T19:32:34.016330+00:00
480,Grants.gov API,NIH Small Business Technology Transfer Grant (Parent STTR [R41/R42] Clinical Trial Optional),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359757,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,12,2026-07-17T19:32:34.016330+00:00
481,Grants.gov API,"NIH, CDC and FDA Small Business Innovation Research Grant (Parent SBIR [R43/R44] Clinical Trial Optional)",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359671,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,13,2026-07-17T19:32:34.016330+00:00
482,Grants.gov API,"NSF Scholarships in Science, Technology, Engineering, and Mathematics Program",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/357498,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,14,2026-07-17T19:32:34.016330+00:00
483,Grants.gov API,Pax Silica Artificial Intelligence Assistance Project,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/363027,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,15,2026-07-17T19:32:34.016330+00:00
484,Grants.gov API,Public Wireless Supply Chain Innovation Fund Grant Program &ndash; Solutions for AI-Native RAN,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/363179,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,16,2026-07-17T19:32:34.016330+00:00
485,Immunefi,Ethena,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/ethena/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,17,2026-07-17T19:32:34.017330+00:00
486,Immunefi,DeXe Protocol,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/dexeprotocol/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,18,2026-07-17T19:32:34.017330+00:00
487,Immunefi,ENS,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/ens/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,19,2026-07-17T19:32:34.017330+00:00
488,Immunefi,Lombard Finance,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/lombard-finance/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,20,2026-07-17T19:32:34.017330+00:00
489,Immunefi,SSV Network,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/ssvnetwork/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,21,2026-07-17T19:32:34.017330+00:00
490,Immunefi,StackingDAO,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/stackingdao/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,22,2026-07-17T19:32:34.018329+00:00
491,Immunefi,Zest Protocol V2,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/zest-protocol-v2/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,23,2026-07-17T19:32:34.018329+00:00
492,Grants.gov API,Centers of Research Excellence in Science and Technology - Research Infrastructure for Science and Engineering,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359061,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,24,2026-07-17T19:32:34.018329+00:00
493,Grants.gov API,"DoW Peer Reviewed Medical, Technology/Therapeutic Development Award",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362337,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,25,2026-07-17T19:32:34.018329+00:00
494,Grants.gov API,EARLY STAGE INNOVATIONS (ESI26),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/363066,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,26,2026-07-17T19:32:34.018329+00:00
495,Grants.gov API,EONS 2018: Appendix E Minority University Research and Education Project (MUREP) for Sustainability and Innovation Collaborative &ndash; (MUSIC),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/300997,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,27,2026-07-17T19:32:34.018329+00:00
496,Grants.gov API,FY 2026 CN Technology Innovation Grant for Child and Adult Care Food Program Integrity,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362971,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,28,2026-07-17T19:32:34.019329+00:00
497,Grants.gov API,Freedom250 Advancing U.S. Artificial Intelligence Leadership in Algeria,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/363121,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,29,2026-07-17T19:32:34.019329+00:00
498,Grants.gov API,NSF National Innovation Corps Teams (NSF National I-Corps (TM) Teams) program,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/360664,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,30,2026-07-17T19:32:34.019329+00:00
499,Grants.gov API,National Cybersecurity Preparedness Consortium,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/363010,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,31,2026-07-17T19:32:34.019329+00:00
500,Grants.gov API,"Prosperity through Partnership: Catalyzing U.S.-Algerian Collaboration in Innovation, Commerce and English Language",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362903,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,32,2026-07-17T19:32:34.019329+00:00
501,Grants.gov API,"Small Business Innovation Research / Small Business Technology Transfer Phase I, Phase II, Fast-Track Programs (SBIR/STTR): A Pilot Emphasis on Scientific Instrumentation.",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/362551,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,33,2026-07-17T19:32:34.019329+00:00
502,Grants.gov API,"Space Technology Research, Development, Demonstration, and Infusion (SpaceTech REDDI-2026)",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/360954,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,34,2026-07-17T19:32:34.020329+00:00
503,Immunefi,Immunefi,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/immunefi/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,35,2026-07-17T19:32:34.020329+00:00
504,Immunefi,The Graph,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/thegraph/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,36,2026-07-17T19:32:34.020329+00:00
505,Immunefi,Hedera,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://immunefi.com/bug-bounty/hedera/information/,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,37,2026-07-17T19:32:34.020329+00:00
506,Grants.gov API,Administrative Supplements to Existing NIH Grants and Cooperative Agreements (Parent Admin Supp Clinical Trial Optional),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/360368,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,38,2026-07-17T19:32:34.020329+00:00
507,Grants.gov API,Advanced Development and Validation of Emerging Technologies for Basic and Clinical Cancer Research (R33 Clinical Trial Not Allowed),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/360534,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,39,2026-07-17T19:32:34.021329+00:00
508,Grants.gov API,Advanced Development of Informatics Technologies for Cancer Research and Management (U24 Clinical Trial Optional),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359855,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,40,2026-07-17T19:32:34.021329+00:00
509,Grants.gov API,Advanced Technologies and Instrumentation for the Astronomical Sciences,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/343166,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,41,2026-07-17T19:32:34.021329+00:00
510,Grants.gov API,"Advancing Bioinformatics, Translational Bioinformatics and Computational Biology Research (R01 Clinical Trial Optional)",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359003,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,42,2026-07-17T19:32:34.021329+00:00
511,Grants.gov API,Agriculture and Food Research Initiative Competitive Grants Program Education and Workforce Development,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/361169,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,43,2026-07-17T19:32:34.021329+00:00
512,Grants.gov API,BRAIN Initiative: Exploratory Research Opportunities Using Invasive Neural Recording and Stimulating Technologies in the Human Brain (R61 Clinical Trial Not Allowed),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359649,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,44,2026-07-17T19:32:34.022330+00:00
513,Grants.gov API,Bioengineering Research Grants (BRG) (R01 Clinical Trial Optional),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/360543,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,45,2026-07-17T19:32:34.022330+00:00
514,Grants.gov API,Biological Testing Facility for Contraception &amp; Reproductive Health (X01 Clinical Trial Not Allowed),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/360583,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,46,2026-07-17T19:32:34.022330+00:00
515,Grants.gov API,CCRP Initiative: Promoting a Basic Understanding of Chemical Threats to Skin (R01 Clinical Trial Not Allowed),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359695,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,47,2026-07-17T19:32:34.022330+00:00
516,Grants.gov API,Cancer Center Support Grants (CCSGs) for NCI-designated Cancer Centers (P30 Clinical Trial Optional),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/360918,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,48,2026-07-17T19:32:34.022330+00:00
517,Grants.gov API,Causal Hypotheses on the Oral-Systemic Health Impacts of Human Behaviors among People with Chronic Conditions (U01 Clinical Trial Not Allowed),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/360160,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,49,2026-07-17T19:32:34.022330+00:00
518,Grants.gov API,"Community Engagement Evaluation and Data Coordination (CEED) Hub to Advance Data and Practice Transformation for Optimizing Oral Health for All (U01, Clinical Trial Not Allowed)",0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/359123,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,50,2026-07-17T19:32:34.023329+00:00
519,Grants.gov API,Community-Based Participatory Research to Advance Data and Practice Transformation (ADAPT) for Optimizing Oral Health for All (UG3/UH3 Clinical Trial Optional),0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/358864,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,51,2026-07-17T19:32:34.023329+00:00
520,Grants.gov API,Computer and Information Science and Engineering (CISE): Future Computing Research,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/360149,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,52,2026-07-17T19:32:34.023329+00:00
521,Grants.gov API,Continuing Human Enabling Enhancing Restoring and Sustaining,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/360258,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,53,2026-07-17T19:32:34.023329+00:00
522,Grants.gov API,DEVCOM ANALYSIS CENTER BROAD AGENCY ANNOUNCEMENT FOR APPLIED RESEARCH,0.0,USD,unknown,4.0,60.0,55.0,70.0,75.0,0.0,0.0,63.75,63.75,True,pending_human_review,https://www.grants.gov/search-results-detail/345241,C:\Users\AP10\AI-Network-Lab-Brain\01_GLOBAL_REVENUE_BRAIN\04_OPPORTUNITIES\official_source_candidates.csv,54,2026-07-17T19:32:34.023329+00:00
