rank,queue_status,verification_score,priority_score,title,category,source,url,reward_amount,reward_currency,payment_method,difficulty,estimated_hours,risk_level,country_eligibility,country_restrictions,kyc_required,human_approval_required,verification_status,recommended_action,recommendation_reason,verified_at
621,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[official-skill] mermail-opportunity-gate,ai_bounty,AI Agent Bounties,https://github.com/Nudgen-Marketing/mermail-skills/issues/70,0.0,,GitHub Sponsors,baixa,8.0,crítico,UNKNOWN_REVIEW_REQUIRED,"eligibility gates before reading message bodies, correlates a bounded set of opportunity and correction emails, and returns `eligible`, `ineligible`, or `unknown` with per",0,1,rejected,Rejeitar imediatamente.,Foram encontrados sinais incompatíveis com as políticas de segurança.,2026-08-26T19:43:53.253184+00:00
622,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Emitter event schema versioning,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/187,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:52.502435+00:00
623,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Contract gas-diff regression test (WASM size / fee assertions),open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/212,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:51.335767+00:00
624,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Health-check expansion (DB ping + RPC reachability + contract presence),open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/198,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:50.238298+00:00
625,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Contract pause/unpause admin controls from the app,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/189,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:49.055048+00:00
626,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Reentrancy/edge-case proptest suite for token-moving functions,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/190,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:47.959638+00:00
627,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Public forum,competition,GitHub Prize Issues,https://github.com/maximilian-hammerl/calliope/issues/32,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:46.943427+00:00
628,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Fallback path when Oracle returns no usable forecast (30% of prod calls) — the real constraint for the Metaculus bot,competition,GitHub Prize Issues,https://github.com/Daatan/retro/issues/621,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:46.066265+00:00
629,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"BE-42: Swiss Tournament Tiebreak Calculations (Buchholz, Sonneborn-Berger, Direct Encounter)",competition,GitHub Prize Issues,https://github.com/OpenKnight-Foundation/KnightVerse/issues/1017,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:44.960661+00:00
630,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Chrispbacon-bot: 67 resolved question(s) - new scores are in,competition,GitHub Prize Issues,https://github.com/christianpichichero-max/metaculus-bot/issues/16,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:43.914205+00:00
631,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[PROMO] Allow safe routing/keyword edits and deterministic activation-conflict handling,competition,GitHub Prize Issues,https://github.com/cipherhq/waaiio/issues/198,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:43.193550+00:00
632,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Tracking: port LFBW feature set into master (JIT receive, direct funding, v2 external funding inputs)",paid_development,GitHub Paid Issues,https://github.com/coreyphillips/beignet/issues/532,0.0,,"Criptomoeda, GitHub Sponsors",baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:42.139939+00:00
633,BLOCKED_NOT_EXECUTABLE,0.0,0.0,consolidation-task: merge thread on #64 into single spec,paid_development,GitHub Paid Issues,https://github.com/Ultimate-Multisite/docs/issues/179,0.0,,"PayPal, Stripe, GitHub Sponsors",baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:41.177277+00:00
634,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Grantor Migration Planning,grant,GitHub Grant Issues,https://github.com/HHS/simpler-grants-gov/issues/10798,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:39.870710+00:00
635,BLOCKED_NOT_EXECUTABLE,0.0,0.0,live workspace: agent role still carries the substring-era over-granted permission set,grant,GitHub Grant Issues,https://github.com/pulseai-labs/claude-agent-scaffolding/issues/352,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:38.602838+00:00
636,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[Permissions] Enable resource type wide grants,grant,GitHub Grant Issues,https://github.com/www-zaq-ai/zaq/issues/707,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:37.729362+00:00
637,BLOCKED_NOT_EXECUTABLE,0.0,0.0,the fence register cannot see across batches: two concurrent batches can be granted the same file with nothing refusing,grant,GitHub Grant Issues,https://github.com/momoshell/dev-team-claude-plugin/issues/699,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:36.691451+00:00
638,BLOCKED_NOT_EXECUTABLE,0.0,0.0,T-2.6 — nobody grants what they do not hold,grant,GitHub Grant Issues,https://github.com/mertkan-iscan/xenopsbase-learn/issues/31,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:35.860920+00:00
639,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Timelock on `set_role` grants,grant,GitHub Grant Issues,https://github.com/Stellar-TrustBridge/trustbridge-contract/issues/220,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:35.037261+00:00
640,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"grant-merge: --help documenta invocacao que falha, e o erro nao diz de QUEM e o --kind",grant,GitHub Grant Issues,https://github.com/vjpixel/diaria-studio/issues/6331,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:33.951126+00:00
641,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"[Frontend] Analytics tracking defaults to consent ""granted"" with no consent UI",grant,GitHub Grant Issues,https://github.com/Cylo-Traders/Agrocylo-Global/issues/818,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:33.123763+00:00
642,BLOCKED_NOT_EXECUTABLE,0.0,0.0,GA4 remains blocked after analytics consent is granted,grant,GitHub Grant Issues,https://github.com/lwplugins/.github/issues/2,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:32.189558+00:00
643,BLOCKED_NOT_EXECUTABLE,0.0,0.0,RBAC fuzz: policy-diff CI check preventing accidental permission grants,grant,GitHub Grant Issues,https://github.com/RevoraOrg/Revora-Backend/issues/719,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:43:31.253179+00:00
644,BLOCKED_NOT_EXECUTABLE,0.0,0.0,invalid_grant,grant,GitHub Grant Issues,https://github.com/google-gemini/gemini-cli/issues/29069,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:35:01.490663+00:00
645,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"A delayed trigger armed with a granted cast still names the card, not the spell",grant,GitHub Grant Issues,https://github.com/tfausak/pawl/issues/1961,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:35:00.197146+00:00
646,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"[Security] Admin is a single key with no timelock — compromise grants fee override, force-verify, pause, token migration",grant,GitHub Grant Issues,https://github.com/Iris-IV/ProofOfHeart-stellar/issues/825,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:59.233640+00:00
647,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Map grant programs & eligibility,grant,GitHub Grant Issues,https://github.com/adamsimms/glowberry/issues/31,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,eligibility grant GitHub Grant Issues ## Goal Longlist relevant programs (e,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:58.458366+00:00
648,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Gradle toolchain JDKs under ~/.gradle/jdks cannot be executed, and no config key can grant it",grant,GitHub Grant Issues,https://github.com/navikt/cplt/issues/191,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:57.341937+00:00
649,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Open the granted Circle Files Capability in Explorer with one action,grant,GitHub Grant Issues,https://github.com/scwlkr/balls/issues/100,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,1,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:56.349986+00:00
650,BLOCKED_NOT_EXECUTABLE,0.0,0.0,GET /access の一覧と grant/revoke が Web UI に無い（PRD「片方でしかできないことを作らない」に当たるかは人間の判定が要る）,grant,GitHub Grant Issues,https://github.com/takecchi/alteroid/issues/213,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:55.412789+00:00
651,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"A bodyless 400 at the token-refresh door reads as a revoked grant, so a gateway artifact tells a person to reconnect and stops their sync",grant,GitHub Grant Issues,https://github.com/FloorLamp/allos/issues/3798,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:54.610515+00:00
652,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Qualify trusted-publishing grants with the index route,grant,GitHub Grant Issues,https://github.com/tox-dev/peryx/issues/1560,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:53.533426+00:00
653,BLOCKED_NOT_EXECUTABLE,0.0,0.0,fix(store): advance catalog on direct source grant revocation,grant,GitHub Grant Issues,https://github.com/sealad886/room-alignment-app/issues/9,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:52.662913+00:00
654,BLOCKED_NOT_EXECUTABLE,0.0,0.0,The replay approach path is outside both grant bounds,grant,GitHub Grant Issues,https://github.com/alpibrusl/lex-robot/issues/181,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:51.757454+00:00
655,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"[macOS Agent] Permission grants lost or misreported after agent updates — TCC self-heal module's sqlite3 subprocess is denied by macOS, and its writes lack a code-identity binding",grant,GitHub Grant Issues,https://github.com/LanternOps/breeze/issues/3380,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:50.983493+00:00
656,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Chat attachments are unusable by actors: download_attachment 400s on uploaded content, and there is no grantable space-scoped attachment-read capability",grant,GitHub Grant Issues,https://github.com/MEK-Org/rusa/issues/52,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:49.559907+00:00
657,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Keyboard navigation for the payments table,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/201,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:48.589780+00:00
658,BLOCKED_NOT_EXECUTABLE,0.0,0.0,"Add filtering to payments list by status, date range, and asset",open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/39,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:47.477550+00:00
659,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Add in-app notification center for payment events,open_source_bounty,GitHub Bounty Issues,https://github.com/OphirPay/OphirPay/issues/49,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:46.301199+00:00
660,BLOCKED_NOT_EXECUTABLE,0.0,0.0,Sentry kills grant no scout / mission credit,grant,GitHub Grant Issues,https://github.com/marceld23/BlocksBeyondTheStars/issues/1292,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:45.368915+00:00
661,BLOCKED_NOT_EXECUTABLE,0.0,0.0,vault set treats relative expires_in as immediately due and can invalidate fresh grants,grant,GitHub Grant Issues,https://github.com/openclaw/mcporter/issues/334,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:44.548052+00:00
662,BLOCKED_NOT_EXECUTABLE,0.0,0.0,security(ci): release-rmpc.yml grants contents:write workflow-wide and splices dispatch inputs into run: bodies,grant,GitHub Grant Issues,https://github.com/robotmoney/robotmoney-core/issues/1237,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:43.368289+00:00
663,BLOCKED_NOT_EXECUTABLE,0.0,0.0,[W-4] Money consumed without session granted — no refund path,grant,GitHub Grant Issues,https://github.com/Amperstrand/tollgate-module-basic-go/issues/73,0.0,,GitHub Sponsors,baixa,8.0,médio,UNKNOWN_REVIEW_REQUIRED,,0,0,rejected,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,2026-08-26T19:34:42.452104+00:00
